Permit Number,Permit Type Definition,Permit Creation Date,Block,Lot,Street Number,Street Name,Unit,Description,Current Status,Structural Notification,Number of Existing Stories,Number of Proposed Stories,Estimated Cost,Revised Cost,Existing Use,Existing Units,Supervisor District,Proposed Use,Proposed Units,Plansets,Zipcode
201610261163,otc alterations permit,10/26/2016,3643,002,2710,Mission,,"t.i. of an (e) retail space to include: selective demo work, retain all (e) storefront, interior tenant fit out work, hvac, electrical, sprinkler finishes & retail store fixtures.",filed,,1.0,1.0,49700.0,0.0,retail sales,0.0,9.0,retail sales,0.0,2.0,94110.0
201501206095,otc alterations permit,01/20/2015,6565,017,3958,Cesar Chavez,,"revision to appl. 2014.1211.3574. provide plan for stair at front. repair in kind. maher n/a. dryrot repair in kind.  stair header, two joists post.",complete,,2.0,2.0,3800.0,3800.0,1 family dwelling,1.0,8.0,1 family dwelling,1.0,2.0,94131.0
201506199436,otc alterations permit,06/19/2015,0326,020,222,Mason,0.0,"5/f: reroofing of (e) roof deck, partial demolitoin of (e) storefront for (n) storefront entrances, (n) ext. roof deck w/paver assembly.",complete,,25.0,25.0,110000.0,382800.0,tourist hotel/motel,529.0,6.0,tourist hotel/motel,529.0,2.0,94102.0
M693690,otc alterations permit,05/23/2016,0975,006,3032,Jackson,,street space permit,issued,,,,,1.0,,,2.0,,,,94115.0
201403251584,otc alterations permit,03/25/2014,6621,044,417,Valley,,reroofing,complete,,3.0,3.0,13625.0,13625.0,2 family dwelling,2.0,8.0,2 family dwelling,2.0,0.0,94131.0
201304023603,otc alterations permit,04/02/2013,1003,011,2822,Sacramento,,"remodel bath & kitchen in both units, remove & replace hardwood floor, interior painting.",complete,,3.0,3.0,45000.0,45000.0,2 family dwelling,2.0,2.0,2 family dwelling,2.0,0.0,94115.0
201701247764,additions alterations or repairs,01/24/2017,2973A,034,256,Casitas,,to comply with nov 201694621: the (e) home was removed by emergency dem due to landslide. the proposed work include hillside stabilization and foundation for the replacement home,issued,,3.0,3.0,1644000.0,1644000.0,1 family dwelling,1.0,7.0,1 family dwelling,1.0,2.0,94127.0
201501307101,additions alterations or repairs,01/30/2015,2451,002O,2627,45th,,"rework interior partitions. replace windows and doors at rear. new kitchen location, new stairs location. add master bath and bed in lower level. add 2nd story deck at rear. fill in lightwell. add skylight.",complete,Y,2.0,2.0,155000.0,135000.0,1 family dwelling,1.0,4.0,1 family dwelling,1.0,2.0,94116.0
M506687,otc alterations permit,07/24/2014,1142,007,2806,Golden Gate,,street space permit,issued,,,,,1.0,,,1.0,,,,94118.0
201305308162,otc alterations permit,05/30/2013,0208,028,655,Montgomery,0.0,"18th fl suite 1800-demolitoin of exisitng non-load bearing partitions, partial suspended ceiling grid & tile, light fixtures, doors, frames & sidelites. fire sprinkler under separate permit. bldg to remain vacant. subsequent tenant improvement permit showing full accessibility to be filed per ab-017",complete,,26.0,26.0,5000.0,30000.0,office,33.0,3.0,office,33.0,2.0,94111.0
201605026318,otc alterations permit,05/02/2016,0866,011,54,Potomac,0.0,install electrical outlet of wiring. install flooring. to comply with nov#201059347 items #7 & 5.,complete,,2.0,2.0,1400.0,1400.0,apartments,3.0,8.0,apartments,3.0,0.0,94117.0
M389147,otc alterations permit,04/26/2013,0101,009,748,Union,,street space,issued,,,,,1.0,,,3.0,,,,94133.0
201501216212,otc alterations permit,01/21/2015,0479,001,2975,Van Ness,,soft story retrofit per sfbc chapter 34b: mandatory retrofit of soft story using fema p-807,complete,,3.0,3.0,45000.0,72000.0,apartments,21.0,2.0,apartments,21.0,2.0,94123.0
201302200569,otc alterations permit,02/20/2013,4352,001,1301,Cesar Chavez,,revised as built fire alarm drawings for previous as-built permit #2013-0212-0036.original permit app# 2012-0305-5322,complete,,1.0,1.0,500.0,500.0,muni carbarn,0.0,10.0,muni carbarn,0.0,2.0,94124.0
M478508,otc alterations permit,04/10/2014,4830,019,2220,Jennings,,add  2220  jennings street to 4830/019.,issued,,,,,267.24,,,10.0,,,,94124.0
201407221844,sign - erect,07/22/2014,0291,005,564,Market,,install one illuminated window sign,issued,,7.0,,1500.0,1500.0,food/beverage hndlng,0.0,3.0,,,2.0,94104.0
201802151434,otc alterations permit,02/15/2018,1254,047,1463,Waller,,repair sheetrock patching in common area in the breeze way and upstair of the apt. kitchen area apt 1467 only. patched of drywall is associated with electrical work. no structural work.,issued,,3.0,3.0,1800.0,1800.0,apartments,3.0,5.0,apartments,3.0,0.0,94117.0
201408224558,otc alterations permit,08/22/2014,5361,028,1531,Thomas,,"chimney removal, patch exterior walls with new siding to match (e). patch roof to match (e). patch interior wall to match (e).",complete,,1.0,1.0,1500.0,3500.0,1 family dwelling,1.0,10.0,1 family dwelling,1.0,2.0,94124.0
201605278542,otc alterations permit,05/27/2016,1763,057,1360,09th,13.0,"#13 - replace 3 windows not visible from street, no structural changes, max u-factor .32, vinyl.",complete,,4.0,4.0,4253.0,4253.0,apartments,8.0,5.0,apartments,8.0,0.0,94122.0
M513087,otc alterations permit,08/25/2014,2816,006,77,Ventura,,street space & sidewalk repair,issued,,,,,1.0,,,7.0,,,,94116.0
201403241501,otc alterations permit,03/24/2014,0208,028,655,Montgomery,,install (3) new evacuation maps 4th floor to comply with current sffd evacuation map guidelines.,complete,,26.0,26.0,1000.0,1000.0,office,33.0,3.0,office,33.0,2.0,94111.0
201312124069,otc alterations permit,12/12/2013,1512,036,550,33rd,,"ground floor: add new family room, bedroom & 2 bathrooms.2nd floor: remodel kitchen, relocate bathroom & add one new bathroom.",complete,,2.0,2.0,150000.0,150000.0,1 family dwelling,1.0,1.0,1 family dwelling,1.0,2.0,94121.0
201705318017,otc alterations permit,05/31/2017,2362,030,2348,34th,,reroofing,complete,,2.0,2.0,9200.0,9200.0,1 family dwelling,1.0,4.0,1 family dwelling,1.0,0.0,94116.0
201701237624,otc alterations permit,01/23/2017,1635,003,625,09th,,"install 10 vinyl windows in kind  into existing frames. no change in size, location. windows do not face the street. if applicable bedroom window s will comply with section 1029 egress",issued,,2.0,2.0,5325.0,5325.0,2 family dwelling,2.0,1.0,2 family dwelling,2.0,0.0,94118.0
201611223294,otc alterations permit,11/22/2016,6968,047,148,Bertita,,reroofing.,cancelled,,2.0,2.0,8523.0,8523.0,1 family dwelling,1.0,11.0,1 family dwelling,1.0,0.0,94112.0
201409176606,otc alterations permit,09/17/2014,1637,001C,619,Balboa,,"comply with nov 201489631. increase scope of work from 201403070481. new hardi plank sidig over entire left side and rear area. approx 3000 sf and replace in kind dry rotted 4th fl rear stairs to deck below. siding to have 1/2"" cdx plywood backing.",complete,Y,4.0,4.0,10000.0,17000.0,2 family dwelling,2.0,1.0,2 family dwelling,2.0,2.0,94118.0
M863327,otc alterations permit,12/06/2017,0853,023,20,Haight,,street space,issued,,,,,1.0,,,5.0,,,,94102.0
201506199441,otc alterations permit,06/19/2015,0436F,049,1734,Bay,301.0,"remove/replace shower pan, tile, flooring, fixture @ (e) bath. compliance with maher ordinance no 155-13 not required.",complete,,4.0,4.0,10000.0,13000.0,apartments,18.0,2.0,apartments,18.0,0.0,94123.0
201306240314,otc alterations permit,06/24/2013,0500,043,1234,Lombard,3.0,"#3 - kitchen & bathroom remodel per plan, remove section of interior wall per structural plan, repair (e) bath window, no exterior changes, new cabinets, countertops, tile, fixtures, paint.",complete,,4.0,4.0,58000.0,58000.0,apartments,4.0,2.0,apartments,4.0,2.0,94109.0
201603101672,otc alterations permit,03/10/2016,3737,030,405,Howard,0.0,1 control module for fan shutdown. t.i. pa#201511243507. n/a ordinance #155-13,complete,,10.0,10.0,2500.0,2500.0,office,,6.0,office,,2.0,94105.0
201605187704,otc alterations permit,05/18/2016,1049,027,2761,Pine,,all fire separations to be maintained exploratory demo for exposing structural framing @ 2nd floor ceiling & @ 3rd floor walls & ceiling. removal of sheet rock only total approx 400 sq ft to also check for dry rot damages.,issued,,3.0,3.0,3000.0,3000.0,2 family dwelling,2.0,2.0,2 family dwelling,2.0,0.0,94115.0
201510190127,otc alterations permit,10/19/2015,0702,038,1640,Steiner,,voluntary like for like replacement: replace (e) facu with nw addressable facu. 1 (e) conventional smoke detector with new addressable smoke detector. replace 8 (e) conventional pull stations with 8 nw addressable pull stations. a new nac ps shall be added to power notification. 1 montior module...,issued,,4.0,4.0,17500.0,17500.0,apartments,39.0,5.0,apartments,39.0,2.0,94115.0
201509177269,otc alterations permit,09/17/2015,0818,034,456,Fell,,"remodel bathroom middle unit of 3 unit residential building. remodel will not expand (e) space, (same location) 12'x6'.",complete,,3.0,3.0,40000.0,40000.0,apartments,3.0,5.0,apartments,3.0,0.0,94102.0
201304104187,otc alterations permit,04/10/2013,6655,044,59,Whitney,,"revisions to pa 201212105820, to add one new 4x6 post and change two posts to 6x6 instead of 4x6",complete,,2.0,2.0,90.0,90.0,1 family dwelling,1.0,8.0,1 family dwelling,1.0,2.0,94131.0
201406208945,otc alterations permit,06/20/2014,3008,030,415,Myra,,"replace concrete patio with in kind concrete patio, total sq ft is 315 in rear, slope away from adjacent properties",issued,,2.0,2.0,1500.0,1500.0,1 family dwelling,1.0,7.0,1 family dwelling,1.0,0.0,94127.0
201712156600,otc alterations permit,12/15/2017,0104,069,55,Genoa,0.0,unit #1a:remodel (e) kitchen and (e) bathroom. install w/d,issued,,4.0,4.0,29000.0,29000.0,apartments,6.0,3.0,apartments,6.0,2.0,94133.0
201508265383,new construction,08/26/2015,3730,023,1174,Folsom,,"erect 6-story, 1 basement for 42 dwelling units, retail and office building. type 3-a construction. maher ordinance is comply.",issued,,,6.0,6300000.0,8300000.0,,,6.0,apartments,42.0,2.0,94103.0
201605167537,otc alterations permit,05/16/2016,0232,016,3,Embarcadero Center,,"lobby level: minor construction clarifications (permit amendment) inlcuding sink location - layout clarifications. ref pa 2016-0315-2018, mechanical pa 2016-0422-5477 and electrical pa 2016-0509-6931",complete,,30.0,30.0,1.0,1.0,office,0.0,3.0,office,0.0,2.0,94111.0
201507091072,otc alterations permit,07/09/2015,3751,150,760,Harrison,,"revision to 201404102920: extension of copy file room, relocate fire larm, install speaker at main reception window. new security chain link fence across the basement with lockset, relocate 2 wing walls at open offices. new finyl plank flooring. delete bathroom at wellness center",issued,,2.0,2.0,1.0,1.0,office,0.0,6.0,office,0.0,2.0,94107.0
201308154384,otc alterations permit,08/15/2013,7239A,002,108,Stratford,,"minor vehicle damage repiar to stucco on side wall to garage visible from street, no structural changes",issued,,2.0,2.0,750.0,750.0,1 family dwelling,1.0,7.0,1 family dwelling,1.0,0.0,94132.0
M784107,otc alterations permit,05/09/2017,0848,003A,325,Fillmore,,street space,issued,,,,,0.0,,,5.0,,,,94117.0
201502047461,otc alterations permit,02/04/2015,0819,015,622,Buchanan,,reroofing,complete,,3.0,3.0,6800.0,7000.0,apartments,3.0,5.0,apartments,3.0,0.0,94102.0
M547328,otc alterations permit,01/05/2015,2647,012,470,Castro,,street space,issued,,,,,1.0,,,8.0,,,,94114.0
201309096271,otc alterations permit,09/09/2013,0985,006,3412,Washington,,"1)new remaining walls and patio at rear yard. no surfaces> 30"" abv grade. 2)replace ret. walls and driveway in front in kind. 3)replace exterior finishes in place in kind. 4)interior seismic upgrades on top of already permitted foundation. 5)interior remodel.",complete,,3.0,3.0,400000.0,400000.0,1 family dwelling,1.0,2.0,1 family dwelling,1.0,2.0,94118.0
201504294960,otc alterations permit,04/29/2015,3631,017,991,Dolores,,renew & complete building pa 201210051442,complete,,4.0,4.0,1.0,1.0,apartments,6.0,8.0,apartments,6.0,0.0,94110.0
201707141941,otc alterations permit,07/14/2017,0333,015,479,Ellis,,1st fl -renovate (e) ext facade by adding new powder coated alulminum storefront windows along ellis/leavenworth; (e) 2nd fl windows frame will remain & be rehabilitated to restore orig. use. add n wooden windows in several areas to match e adj windows. new security gates. remove (e)  lighting.,issued,,2.0,2.0,150000.0,150000.0,retail sales,0.0,6.0,retail sales,0.0,2.0,94102.0
201503050107,otc alterations permit,03/05/2015,3510,059,120,10th,0.0,replace all windows in kind with wood material windows.,complete,,3.0,3.0,29741.41,29741.41,residential hotel,10.0,6.0,residential hotel,10.0,0.0,94103.0
201705045724,otc alterations permit,05/04/2017,1282,024,275,Grattan,,"remodel 1 apartment, unit 5 @ 2nd floor. new kitchen cabinets. new plumbing fixtures. new lighting, electrical and mechanical. no exterior work. no fire alarm or sprinkler work",complete,,3.0,3.0,60000.0,80000.0,apartments,9.0,5.0,apartments,9.0,2.0,94117.0
M832589,otc alterations permit,09/18/2017,7554,103,254,Arbor,,street space,issued,,,,,1.0,,,8.0,,,,94131.0
M457987,otc alterations permit,01/17/2014,1143,014,2762,Golden Gate,,street space,issued,,,,,1.0,,,1.0,,,,94118.0
M676627,otc alterations permit,03/25/2016,1743,024,646,Irving,,street space,issued,,,,,1.0,,,5.0,,,,94122.0
201309035853,otc alterations permit,09/03/2013,4711,030,7,Carpenter,,to comply with nov 201316761 repair dry rot on reary balcony beam less than 50%,complete,,3.0,3.0,900.0,900.0,1 family dwelling,1.0,10.0,1 family dwelling,1.0,0.0,94124.0
M551787,otc alterations permit,01/20/2015,2647,021,59,Collingwood,,street space permit,issued,,,,,1.0,,,8.0,,,,94114.0
201709148255,otc alterations permit,08/09/2017,0593,014,1880,Jackson,301.0,"unit #301: kitchen remodeling, replace kitchen cabinets, counter, etc",issued,,7.0,7.0,20000.0,20000.0,apartments,30.0,2.0,apartments,30.0,0.0,94109.0
201311121654,otc alterations permit,11/12/2013,3006,037,390,Bella Vista,,no structural. remove siding and stucco on garage side. paint front of home. replace wood siding and stucco to match existing.,complete,,2.0,2.0,6500.0,6500.0,1 family dwelling,1.0,7.0,1 family dwelling,1.0,0.0,94127.0
201301228394,otc alterations permit,01/22/2013,1446,030,386,15th,,reroofing,complete,,3.0,3.0,14000.0,14000.0,2 family dwelling,2.0,1.0,2 family dwelling,2.0,0.0,94118.0
201611021724,otc alterations permit,11/02/2016,0929,021,2390,Chestnut,0.0,#108- kitchen & bath remodeling,complete,,3.0,3.0,28000.0,28000.0,apartments,27.0,2.0,apartments,27.0,0.0,94123.0
201301319160,otc alterations permit,01/31/2013,2457,002A,2623,39th,,re-roofing,complete,,2.0,2.0,6450.0,6450.0,1 family dwelling,1.0,4.0,1 family dwelling,1.0,0.0,94116.0
M723187,otc alterations permit,09/19/2016,1783,020,1388,29th,,street space permit,issued,,,,,1.0,,,4.0,,,,94122.0
201706149316,additions alterations or repairs,06/14/2017,0833,003,150,Oak,,perform egress revisions to allow forcompliance to cbc 452.1.4 exception for pre-app meeting letter dated 5/31/2016. (fire alarm separate permit) see pa# 2017-0614-9319.,issued,,6.0,6.0,75000.0,30000.0,school,0.0,5.0,school,0.0,2.0,94102.0
201705237350,sign - erect,05/23/2017,0270,037,430,Bush,,install non-iluminated single faced logo wall sign (sign d). n/a maher ordinance,filed,,6.0,,1000.0,,office,0.0,3.0,,,2.0,94108.0
201611183097,otc alterations permit,11/18/2016,0266,009,1,Front,,ground floor: 1) furnish and install ne ansul r102 fire suppression system in the main kitchen area. 2)furnish and install one ansul r102 fire suppression system in the  pcu in the mazzanine. t.i.  201604285955. n/a for maher,complete,,38.0,38.0,3500.0,7000.0,office,0.0,3.0,office,0.0,2.0,94111.0
201611041956,otc alterations permit,11/04/2016,3706,102,765,Market,,g/f: fire alarm: as-built record drawing for pa#2016-0819-5494.,issued,,40.0,40.0,1.0,1.0,retail sales,139.0,6.0,retail sales,139.0,2.0,94103.0
201509086378,otc alterations permit,09/08/2015,3623,030,3853,22nd,,tear off. apply one (1) layer of #30 lb. asphalt saturated base. install composition shingle. pitch roof.,complete,,,,12480.0,12480.0,1 family dwelling,,8.0,1 family dwelling,,0.0,94114.0
M596248,otc alterations permit,06/18/2015,2446,025,3418,Vicente,,street space,issued,,,,,1.0,,,4.0,,,,94116.0
201605207954,otc alterations permit,05/20/2016,4700,031,788,Kirkwood,,revision to pa 2015-0330-2200. the work in this permit revision is the replacement of structural members in kind for an (e) stair tower. no other parts of previously permitted stair are being revised,issued,,3.0,3.0,80000.0,80000.0,apartments,12.0,10.0,apartments,11.0,2.0,94124.0
201309166933,otc alterations permit,09/16/2013,1675,002C,871,32nd,,remove approx. 600 sq. ft. of stucco to repair leak. reflash around windows replace stucco & lath in-kind to match existing. no replacement of any windows or doors at rear of building.,complete,,2.0,2.0,12500.0,12500.0,1 family dwelling,1.0,1.0,1 family dwelling,1.0,0.0,94121.0
201705116404,otc alterations permit,05/11/2017,6036,002A,480,Amherst,,"to correct notice of violation #201774832. reduce in size of current accessory building in the rear yard from 125 sq ft to 100 sq ft., including roof are. new accessory building will comply with sfbc section 106a.2 #1",issued,,2.0,2.0,2500.0,2500.0,1 family dwelling,1.0,9.0,1 family dwelling,1.0,0.0,94134.0
201407030530,otc alterations permit,07/03/2014,0639,051,1919,Octavia,6.0,revision to app#201212146258. remove elevator recall per article 15 type elevator. n/a for the maher ordinance #155-13,issued,,4.0,4.0,1.0,1.0,apartments,6.0,2.0,apartments,6.0,2.0,94109.0
